,0
cg19283806,0.3329702310422581
cg00019759,0.16609151729372587
cg09809672,0.04984256595302619
cg16867657,0.02453068001588847
cg03032497,0.0227369011742241
cg00011225,0.01690454294121953
cg21572722,0.016667960073492343
cg00008033,0.015534138060746954
cg00876267,0.012700647989060796
cg00004996,0.012385997385121568
cg23744638,0.01091905160839752
cg04875128,0.010101841855504863
cg00012522,0.01008002163834112
cg01557798,0.009914867070724602
cg16762684,0.008241711831164553
cg00006081,0.007290707579243297
cg24724428,0.007190721705799281
cg24057710,0.006765641206663164
cg06639320,0.006623161530579858
cg01713950,0.006376331895027461
cg16541931,0.005408909982969029
cg13327545,0.005347460026187346
cg03735592,0.005204212788229674
cg14871932,0.004687874802214815
cg00008036,0.004378499744802225
cg16582779,0.004170192215399635
cg07553761,0.004151878465946354
cg17832704,0.00396586605614513
cg11751101,0.0035669564451983426
cg01310750,0.0035514728539324347
cg18898125,0.003539357193084428
cg03901431,0.003326482638954817
cg03484180,0.0030555887931283414
cg11970349,0.0028125552608917704
cg08231709,0.0026954518470474697
cg22454769,0.0025985418811092075
cg20107346,0.002435241413143103
cg15480367,0.0024234077939871606
cg08267805,0.002317331531489901
cg06784991,0.0022529436261560275
cg04193160,0.0021277810572162817
cg26860257,0.002127533211143581
cg10281977,0.0021143049517417197
cg24924631,0.0021074748060613186
cg10192779,0.0021027155552121963
cg14674720,0.002084954193579439
cg05404236,0.0020771024085346774
cg26169081,0.0020282166248600277
cg14071650,0.0019782937176744736
cg25838150,0.001965831074115485
cg26921969,0.001871953253867961
cg26935102,0.0016899947011159552
cg01926614,0.001646804479694074
cg06912939,0.0016410339592607037
cg05991454,0.0015731528759629332
cg04193015,0.0015174992024142478
cg05480110,0.001507527786345991
cg02047661,0.0014353958614914902
cg23534245,0.0014102984603916067
cg08370996,0.0013825820271831347
cg26290632,0.001368316886855078
cg03758021,0.0013160717938435552
cg07082267,0.0013146215140483314
cg05684528,0.0012936173883749283
cg03188580,0.0012922685323890674
cg08453194,0.0012814562103258948
cg10501210,0.0012812588147570738
cg27209729,0.0011961870061698385
cg00315563,0.0011745900879354466
cg06618474,0.0011714973874992931
cg06493994,0.0011567405033728888
cg06370069,0.0011530230931626486
cg16604658,0.0011517998609443523
cg18826637,0.0011160937072292113
cg18395623,0.0011141631004648752
cg03013070,0.001112355011456813
cg24079702,0.0010981868412325662
cg01777397,0.0010614816386327903
cg18933331,0.0010362622005961764
cg07220939,0.0009461006434009081
cg09643312,0.0009332512416861405
cg12878812,0.0009268482933303782
cg01293143,0.0009161611924385914
cg03422911,0.000848544422143257
cg05316627,0.0008373597963731904
cg23785321,0.000833628563823026
cg12181133,0.0008162863165150794
cg21627202,0.0008091125667294433
cg26950422,0.0008082346097610973
cg10729062,0.000803764863356184
cg10020520,0.0007819263044063738
cg07178825,0.0007587305089101502
cg26216629,0.0007471311237546161
cg07212747,0.0007454962877515738
cg03032098,0.0007418668436072262
cg15410835,0.0007374568588496001
cg04149578,0.0007306503328655136
cg18418479,0.0007302289705975734
cg13622265,0.0007277846959420546
cg05133853,0.0007220602901444523
cg06447341,0.0007196317807720848
cg17457912,0.0007140960922426153
cg10772169,0.0007106417553892401
cg16003238,0.0007105586254462979
cg08665251,0.000695234022001648
cg01252023,0.0006931513550028204
cg02442412,0.0006803828962922176
cg17472297,0.0006742306311203833
cg22188703,0.0006673422847244229
cg00593900,0.0006611369712426927
cg24891133,0.0006563493963403554
cg15986413,0.0006533334963761826
cg13873684,0.0006356159298564167
cg05110389,0.0006312054797882175
cg15435170,0.0006223707789412979
cg20813374,0.000617826909110744
cg04354689,0.0006173929086548162
cg16717122,0.0006056011804776034
cg18338984,0.0005913844927415887
cg06971773,0.0005717959861408062
cg04544858,0.0005711511670344996
cg02888894,0.0005685225424960218
cg24466241,0.0005637644804198074
cg00883212,0.0005581292887622386
cg20732076,0.0005525619290829509
cg22184136,0.0005475605860108071
cg09110394,0.0005419243996387689
cg16354117,0.0005392415448331106
cg27210863,0.0005285726579215481
cg27315191,0.0005235244511300037
cg05015176,0.0005221626631787226
cg23006204,0.000513315707997461
cg04794690,0.0005105377515705097
cg12069540,0.0005072539869732822
cg20515136,0.0004989843011938697
cg11525252,0.0004906676559327793
cg04635364,0.00048115139319099206
cg23663547,0.00048106394650205013
cg26034168,0.0004753747849882523
cg05928849,0.0004714983575056288
cg05851442,0.0004649140626589528
cg20267732,0.0004648671755661207
cg16015712,0.0004614377023720608
cg21693965,0.00045704007919724216
cg05371578,0.0004520850426937582
cg11627968,0.0004443520798930052
cg12068280,0.0004406765176120629
cg18739061,0.00043966318393310174
cg07561442,0.0004354794825337226
cg07920381,0.00043127520928392434
cg10804656,0.0004263778251066576
cg10650821,0.0004237643043523396
cg09765747,0.0004015747355512076
cg06934523,0.00039480860934712334
cg17115921,0.0003930911323867284
cg23500537,0.00039123356346918234
cg07583137,0.0003903564486985001
cg03530294,0.00038999772254888205
cg19930288,0.0003897410829804165
cg19724470,0.0003849625098005017
cg03410223,0.00038448766706212394
cg00248638,0.00038386845476697407
cg02412810,0.0003728751079800241
cg21874213,0.0003677601325266856
cg09294589,0.00036575131144252307
cg06911487,0.0003582375675891976
cg17950398,0.0003462867110098549
cg11176990,0.00034256632577426736
cg25206705,0.00033900243716542813
cg08622677,0.000337693664126914
cg00664406,0.0003325280340684421
cg14345012,0.00033181329892745487
cg21810733,0.0003310920626940564
cg13206721,0.00032952562422216387
cg02412616,0.00031874180277122514
cg15823956,0.00031368544704709874
cg04622888,0.0003129933961810212
cg19104836,0.0003081369987732705
cg15574895,0.0002965462158623438
cg18902090,0.0002964886670920736
cg13848598,0.00029576963977635725
cg04036898,0.00029274818381700427
cg09377531,0.0002924508216818832
cg17906786,0.00029002891204913306
cg25376110,0.0002889006638904783
cg25809905,0.000288858874278845
cg27392792,0.00028857199719685173
cg13675837,0.0002862699436656829
cg07134623,0.00028345425365111215
cg06658698,0.0002823649648032057
cg08433755,0.00028176688932951284
cg10591659,0.00028111239305482006
cg08857994,0.00027886348721405525
cg25044651,0.0002757645900228489
cg07908160,0.00027489864881453225
cg04661128,0.0002716604603051336
cg27260174,0.00027013724706343416
cg20809378,0.000269667694203749
cg11084334,0.0002652472488878947
cg16543923,0.00026490763583867196
cg14691671,0.00026362716003703603
cg19965693,0.0002619141256590029
cg20273670,0.000260100464670714
cg22108374,0.0002594510300831523
cg04751276,0.00025907310895675217
cg06463313,0.0002579186104423382
cg07948468,0.00025752649631244915
cg23907586,0.0002546174338000379
cg18961681,0.0002496739192168177
cg10233454,0.0002490163555268171
cg06567373,0.00024468275294576674
cg04500872,0.00024327329685757667
cg10841253,0.00024291654709081542
cg07698783,0.0002421998186288071
cg03071500,0.00023979100256561923
cg16454902,0.00023426298352173685
cg00094518,0.00023341597413867695
cg18529845,0.00023296680112039174
cg15700537,0.00022848125446882416
cg21843262,0.00022574691951557369
cg05693257,0.00022391291879159128
cg20595453,0.00022058071995644145
cg12473912,0.0002195283953132005
cg16000022,0.00021876816121152996
cg04487855,0.00021579016544617566
cg10281889,0.00021484150454341766
cg04173586,0.00021445626834390034
cg02506984,0.00021432087192128728
cg04730685,0.00021319121650461743
cg20591472,0.0002121449207225275
cg12419863,0.00021178415128971547
cg14093474,0.00021174983452867154
cg02513379,0.00021086292870558973
cg01511567,0.00020995603954960585
cg23850904,0.00020945033975479748
cg22202689,0.00020836876163540002
cg22647738,0.00020533088895373242
cg09088834,0.0002034944582689412
cg00801798,0.00020233640800333547
cg00489401,0.00020223157123575242
cg16435005,0.00020064056452598838
cg15656686,0.00019994932523713884
cg25968437,0.0001979191115004693
cg15899112,0.00019628482373509768
cg06661266,0.00019528672219454917
cg17110586,0.00019362115515491235
cg18023598,0.00019322337825704105
cg02154186,0.00018949841778505622
cg09977703,0.00018894472365036362
cg00972246,0.0001851869401453856
cg21145980,0.0001843160507026645
cg16632715,0.00017980172300233866
cg06359132,0.0001782257142957535
cg12899747,0.00017680224916839237
cg06558502,0.0001731576331330126
cg13221458,0.00017277464755250857
cg13552692,0.0001726163024296532
cg23746497,0.00017227268505362874
cg10182697,0.00017014557420398104
cg00292135,0.0001698383362674023
cg25427880,0.0001693945507942829
cg05009601,0.00016861027993531275
cg06872257,0.00016673642796020935
cg21049809,0.0001658596909286518
cg16618104,0.00016337451657116904
cg02987928,0.00016317448499708037
cg04556126,0.0001582080099443464
cg26888312,0.0001580510843944187
cg05373251,0.00015795486090910437
